SquareFootage,Bedrooms,Bathrooms,YearBuilt,NeighborhoodQuality,DistanceToCenter,Price
8126.56,8.0,5.09,1947.0,2.0,3.2,1458172.2874389656
9303.93,,4.47,1957.0,6.0,27.13,1617764.6523284777
5471.03,8.0,5.96,,10.0,26.58,1235099.2101796938
1071.05,5.0,,1949.0,6.0,1.44,420110.2019516517
6669.41,7.0,4.55,1962.0,9.0,10.34,1413658.7796328377
5826.53,1.0,3.65,1950.0,1.0,17.92,934954.6195143929
2743.95,5.0,4.13,2013.0,1.0,47.48,469441.9577609574
3746.97,3.0,2.91,1978.0,4.0,28.86,679678.2772211516
3467.64,8.0,2.03,1969.0,4.0,15.8,764257.2188732298
5476.15,3.0,3.82,1908.0,2.0,42.06,892972.6126366481
780.09,7.0,2.52,2005.0,5.0,9.8,364279.03777281387
748.88,5.0,4.06,1929.0,6.0,39.1,315805.56426431536
8538.31,6.0,2.94,1920.0,1.0,48.46,1318847.1392437771
9526.88,4.0,1.33,2026.0,10.0,16.58,1736421.473362985
2844.45,1.0,5.12,1950.0,10.0,26.5,700093.6480912984
7975.74,8.0,5.39,1931.0,7.0,2.44,1602131.7718999765
7769.02,4.0,2.99,2005.0,3.0,30.85,1283479.3673027437
5411.21,8.0,3.5,1974.0,9.0,20.97,1137390.4077036532
2199.35,4.0,1.45,1983.0,3.0,6.62,456293.6223100134
4769.28,7.0,5.88,1920.0,7.0,8.96,1055523.5173335986
8777.4,3.0,1.89,1953.0,8.0,9.44,1567048.8974833316
,,3.49,,8.0,29.65,611613.1338369395
4396.44,1.0,3.74,1971.0,4.0,7.84,848281.3557814403
848.85,5.0,1.44,1922.0,5.0,34.73,253048.92170629662
7979.42,8.0,2.8,1998.0,6.0,41.1,1424042.2331835693
8511.44,8.0,4.47,1967.0,4.0,30.8,1473014.4781267766
7432.42,2.0,4.44,2026.0,7.0,16.17,1334602.2634096728
9952.73,3.0,3.48,1963.0,3.0,12.02,1645616.2845165508
2338.78,8.0,1.59,2002.0,7.0,17.02,632317.9817340896
,4.0,2.27,1938.0,6.0,6.13,611519.5787785886
4262.47,1.0,1.97,2018.0,8.0,32.46,765378.8684994018
6458.4,6.0,5.07,1907.0,5.0,34.07,1181613.1994073081
677.83,6.0,5.44,2024.0,1.0,19.07,248697.4574924272
2076.71,3.0,5.32,1990.0,1.0,4.8,483551.5882324506
4030.04,5.0,2.51,2000.0,4.0,,805204.9736914528
5085.3,4.0,3.42,1939.0,3.0,5.36,936016.8032050896
5403.39,4.0,3.3,1966.0,5.0,34.51,950270.4962399496
1327.22,1.0,4.83,1902.0,5.0,10.89,387124.7971716657
3222.39,8.0,2.36,,10.0,5.57,882908.3135409025
5718.97,5.0,1.86,2014.0,8.0,1.94,1178552.6348075187
979.33,2.0,1.89,1975.0,8.0,15.97,352003.60930496687
7272.54,2.0,4.78,1916.0,8.0,15.86,1376461.6977327676
7781.69,4.0,5.48,1946.0,6.0,44.18,1346359.6357244134
787.51,6.0,5.23,1944.0,3.0,20.58,314093.4075160648
1516.32,2.0,3.66,1952.0,4.0,48.71,282912.54460068163
3736.78,7.0,3.18,1969.0,3.0,4.36,775508.3651637094
5954.79,8.0,1.49,1939.0,2.0,34.43,981423.7604197923
8288.72,1.0,5.09,2015.0,1.0,33.21,1267509.8316111672
3269.28,8.0,4.41,1972.0,5.0,46.87,712452.8769937458
9193.62,1.0,3.55,2009.0,6.0,,1585571.9532795763
5820.29,2.0,5.33,1989.0,6.0,20.6,1087347.6173801112
2506.55,3.0,2.92,2007.0,5.0,33.67,506582.19866101333
,8.0,5.87,1917.0,7.0,44.73,651525.0792546376
9337.95,8.0,3.76,1945.0,7.0,29.11,1680247.9560070017
2749.12,7.0,3.88,1904.0,6.0,24.34,681160.5005006514
1849.83,5.0,1.39,1911.0,2.0,27.19,360067.1156507096
6323.87,1.0,3.56,1993.0,6.0,40.01,1056792.9827858421
835.6,5.0,3.82,1960.0,10.0,49.52,369542.7263903298
6431.01,2.0,1.38,1932.0,5.0,13.22,1103465.7245427254
6236.3,3.0,2.85,2000.0,8.0,26.61,1123086.1825289663
9848.68,3.0,4.76,1949.0,8.0,8.78,1768434.1340670218
8497.41,5.0,1.58,1951.0,8.0,37.75,1488464.614011668
4108.11,8.0,3.65,1936.0,8.0,16.13,985501.0157025192
9580.77,6.0,3.16,2009.0,5.0,5.36,1695499.9594066544
4215.96,4.0,3.94,1943.0,3.0,,824842.3544458365
1145.54,2.0,2.76,1932.0,1.0,3.32,276739.75231815304
8992.69,2.0,1.6,1916.0,10.0,9.65,1678136.7121268285
2250.5,2.0,5.61,1954.0,6.0,39.15,529118.6236715186
1092.68,1.0,5.06,1908.0,4.0,9.33,350193.2361277885
1866.79,4.0,1.53,1933.0,2.0,36.51,296755.3933909936
678.27,1.0,4.32,1989.0,7.0,26.01,276013.8051961364
5161.45,2.0,1.02,2004.0,2.0,46.78,737329.4545380083
6977.44,2.0,5.27,2007.0,5.0,9.24,1267950.7388207354
4149.55,7.0,4.15,1910.0,8.0,7.43,966808.6943560349
7337.52,8.0,4.96,1963.0,8.0,1.31,1506199.406736362
3708.33,7.0,5.04,1958.0,9.0,29.18,883286.2799457841
850.34,1.0,5.59,1989.0,1.0,2.97,295748.1245260885
8040.12,3.0,1.32,1914.0,10.0,40.32,1419682.5963542417
8209.45,7.0,5.88,1917.0,4.0,29.86,1464317.9103802508
1647.08,7.0,2.85,1931.0,1.0,39.66,337281.1620833504
4073.25,8.0,1.04,1990.0,5.0,40.47,756538.0246147143
7077.4,5.0,3.06,1978.0,10.0,25.24,1359170.736980076
6458.32,6.0,3.79,2026.0,2.0,43.21,1077764.8611590448
5321.64,4.0,1.97,1987.0,8.0,8.41,1080499.6506552699
1013.26,4.0,2.67,1997.0,2.0,46.28,160990.30768510315
7962.17,2.0,2.18,1974.0,4.0,44.97,1230160.4198287458
1546.26,4.0,5.35,1928.0,10.0,44.58,502064.72619922867
9314.93,7.0,3.29,1945.0,4.0,2.09,1641027.504035535
3165.74,8.0,1.86,2013.0,3.0,32.08,624713.6632129747
2114.39,4.0,5.28,1927.0,8.0,36.64,601479.749607052
2843.21,4.0,3.96,1973.0,7.0,2.48,712262.9863927129
7801.76,7.0,4.99,1957.0,2.0,1.11,1430178.5385503585
9524.37,5.0,,1985.0,8.0,,1713895.8614631728
4820.99,7.0,5.36,1990.0,2.0,34.69,873971.6192435295
3317.6,4.0,1.4,1994.0,9.0,33.9,700054.091136417
1554.18,1.0,1.88,1908.0,4.0,17.08,321527.13845480274
6665.86,4.0,4.8,2014.0,7.0,3.64,1320686.8244191725
5119.16,2.0,3.66,2015.0,10.0,33.83,1007119.7482538344
9791.8,4.0,3.29,2014.0,2.0,14.16,1606146.8523866977
5215.12,1.0,5.85,1916.0,7.0,32.41,991284.428358263
1098.02,4.0,3.6,1974.0,6.0,33.46,342738.7792970039
5710.45,3.0,2.53,1929.0,5.0,2.84,1055034.045069376
4831.3,3.0,2.43,2007.0,3.0,6.29,865773.430041475
5957.99,6.0,3.81,1940.0,3.0,27.22,1064569.3683873864
3364.82,7.0,4.84,2018.0,1.0,27.53,656446.7578143657
6648.82,5.0,4.77,1985.0,10.0,46.15,1264609.6713280217
1567.0,1.0,3.75,1951.0,4.0,5.08,411299.9845814384
6592.47,4.0,4.84,1910.0,8.0,47.9,1213241.3068505768
4247.02,1.0,2.81,2009.0,7.0,14.59,814441.9207831796
9786.47,2.0,5.44,1953.0,5.0,36.54,1630300.902885699
7421.75,2.0,2.52,1967.0,2.0,29.74,1144503.1436158123
562.88,5.0,3.78,1996.0,4.0,19.4,285390.9800288974
901.21,5.0,4.7,,5.0,32.21,321102.61265186226
1679.68,5.0,3.46,,5.0,48.55,348428.76849003223
3936.72,7.0,4.14,1988.0,6.0,28.98,816954.8634317525
2047.05,6.0,4.47,1906.0,7.0,47.78,518838.7741999207
3270.81,2.0,4.83,1912.0,3.0,43.69,565047.3375258222
7007.19,6.0,3.9,1901.0,5.0,24.5,1257013.7506234339
9152.49,3.0,5.16,1971.0,9.0,35.77,1648342.3868816607
8124.51,2.0,,1944.0,6.0,22.38,1356613.6990659656
5469.65,3.0,1.14,1928.0,3.0,15.72,915096.3030202902
9820.54,2.0,4.87,1905.0,1.0,25.92,1529555.7570035635
1629.76,2.0,1.05,1915.0,4.0,10.4,354486.4583829676
777.96,5.0,2.74,1964.0,10.0,28.73,411014.9800697462
,4.0,5.82,1996.0,2.0,46.06,450313.7995207407
5009.8,3.0,5.79,1945.0,7.0,11.76,1046221.6668365527
9853.82,2.0,3.48,1936.0,1.0,24.94,1542947.3921382166
4840.98,8.0,3.04,1954.0,2.0,40.22,827633.6219571526
,8.0,2.98,1986.0,3.0,34.9,537435.3816809772
7543.61,3.0,5.88,1976.0,7.0,41.99,1326225.8971801358
3145.92,5.0,5.0,1945.0,10.0,49.38,756695.0626687292
1900.05,2.0,3.49,,1.0,,401431.0293098685
2201.41,6.0,4.11,1909.0,9.0,39.74,571116.8324980907
6789.89,5.0,5.05,1902.0,1.0,44.07,1075320.0711679428
4776.1,8.0,1.16,2010.0,3.0,7.16,921791.0819077081
5130.82,8.0,4.43,1960.0,3.0,19.87,990567.3192093552
9723.27,6.0,2.42,1975.0,6.0,,1722457.6881005696
8967.76,2.0,5.96,1907.0,4.0,15.95,1537454.2221992626
7035.92,2.0,1.1,1958.0,7.0,45.12,1148326.8468120934
7111.61,6.0,2.95,2003.0,4.0,25.39,1237236.3414691188
3725.62,6.0,2.01,2024.0,9.0,13.63,890669.7309248971
5948.45,2.0,3.89,1934.0,9.0,10.88,1196243.8126495183
6689.6,5.0,3.7,1951.0,9.0,38.29,1267634.039931128
676.73,3.0,2.06,1995.0,5.0,26.87,225921.34550816298
7806.63,1.0,2.82,1919.0,5.0,20.81,1297650.4066389126
9155.81,7.0,2.44,1987.0,7.0,,1665683.1271827058
8071.93,8.0,3.18,1904.0,5.0,13.29,1485436.2821356745
6757.37,1.0,,2010.0,6.0,43.43,1092000.732787696
4366.57,2.0,5.2,1930.0,9.0,26.34,939312.1228534462
9521.91,5.0,1.45,1998.0,6.0,36.99,1602447.5119796817
7567.61,4.0,1.88,1956.0,10.0,26.91,1415078.3705514753
1573.13,8.0,5.82,2019.0,8.0,,637479.1470174824
9684.65,1.0,4.94,1970.0,6.0,34.42,1631255.708832459
2745.63,1.0,2.96,1932.0,4.0,43.04,450803.3694046767
4669.04,7.0,2.37,1999.0,8.0,46.36,883104.1319723321
4512.48,2.0,4.49,1945.0,9.0,,976550.7053362388
994.94,8.0,1.68,1980.0,10.0,8.31,499849.12118461216
9711.81,3.0,4.43,1940.0,3.0,34.53,1556508.7977393803
8095.52,7.0,2.97,2006.0,,1.64,1549084.2756878433
6314.03,2.0,1.99,1921.0,10.0,13.38,1251911.0596841292
3995.24,,3.63,2018.0,8.0,35.82,814329.9106064624
8688.4,5.0,2.91,1926.0,5.0,9.87,1528563.492067867
,5.0,3.25,1974.0,8.0,23.71,656311.0837177524
9756.79,4.0,4.54,1932.0,9.0,16.98,1755211.470364882
9128.15,,3.52,2025.0,6.0,44.67,1504146.7183716286
2204.04,8.0,5.39,1940.0,7.0,6.28,726128.9779083045
1714.78,5.0,5.63,2012.0,5.0,22.07,481428.2063133024
7500.26,3.0,5.61,1956.0,3.0,9.57,1345685.310648104
2053.77,2.0,5.64,1945.0,9.0,24.9,606242.9461124162
8735.35,2.0,2.42,1995.0,5.0,33.33,1407483.181291488
,3.0,1.38,1986.0,,34.22,529431.7279915942
4244.61,2.0,1.77,2006.0,8.0,47.78,792811.892867066
555.15,8.0,4.66,2022.0,3.0,2.91,365470.49382587743
3570.12,2.0,4.01,1932.0,7.0,42.69,696371.3087945051
7905.18,3.0,3.45,2003.0,10.0,33.44,1442566.5865068964
5370.21,7.0,3.82,1996.0,6.0,21.99,1058213.8344580282
884.16,8.0,4.24,2019.0,9.0,23.68,503839.03724816366
8114.67,3.0,2.5,1954.0,1.0,45.91,1186629.242611367
5351.19,8.0,3.84,1932.0,,37.16,1064071.9935582909
7968.68,1.0,5.38,1975.0,8.0,13.62,1469877.1382985231
8777.78,3.0,5.91,1986.0,,,1632051.6973861959
6730.11,7.0,5.83,1962.0,10.0,33.85,1384571.4315793042
4252.47,3.0,1.95,1989.0,1.0,32.61,664603.5991638685
4639.99,4.0,4.85,,3.0,37.07,809138.2540171788
,8.0,2.01,2006.0,,31.71,611021.8759705995
9805.13,5.0,3.0,1992.0,8.0,,1761088.044263265
5975.83,5.0,3.09,1963.0,6.0,22.09,1110240.1010988583
7398.99,8.0,2.1,1943.0,8.0,15.02,1432448.0073956728
9618.13,6.0,5.0,1979.0,2.0,6.89,1673404.32924968
6254.62,7.0,3.47,1971.0,1.0,13.41,1083530.5201373356
2159.79,1.0,2.69,1929.0,4.0,49.69,356742.5888015849
7809.05,5.0,5.27,1977.0,1.0,22.17,1330582.0678820743
8495.17,2.0,4.05,1913.0,1.0,8.77,1390167.0235483556
2451.17,5.0,4.81,2011.0,6.0,7.32,695067.437188371
4671.53,1.0,5.05,1964.0,5.0,37.86,816542.6620134464
6817.45,7.0,1.69,2017.0,8.0,26.05,1264597.6794503287
9465.53,1.0,3.59,1943.0,3.0,19.97,1495038.6962664358
9263.93,1.0,5.9,2012.0,5.0,44.35,1536980.1646723377
8798.69,6.0,1.04,1967.0,3.0,22.59,1447648.984845311
5672.04,8.0,5.44,1951.0,5.0,27.1,1122472.2299363432
7329.37,5.0,3.56,1943.0,,44.57,1291095.0293947973
2957.56,5.0,5.93,1907.0,5.0,18.05,691201.6642905243
6684.14,5.0,1.03,1930.0,10.0,44.77,1250597.2796942524
5566.24,6.0,4.33,1973.0,7.0,12.76,1150194.3177296284
6032.51,6.0,1.73,1952.0,1.0,6.94,1035297.4219190734
1241.69,7.0,3.59,1933.0,7.0,34.61,445109.9993584804
7451.31,3.0,1.64,1916.0,9.0,6.34,1408691.6384760507
4996.88,6.0,1.59,1914.0,10.0,26.38,1045550.260364187
3396.78,5.0,4.96,1975.0,5.0,11.17,763349.8831683203
5143.54,6.0,1.22,1939.0,6.0,24.02,970943.0253570399
6254.24,8.0,4.34,1993.0,10.0,20.78,1360826.3674471255
4256.27,8.0,4.23,,5.0,6.63,968331.8006923248
2328.05,1.0,3.61,1964.0,2.0,26.83,429815.29939959093
3112.14,8.0,3.67,1975.0,1.0,,647552.7648535322
5515.07,2.0,1.5,1918.0,2.0,47.63,779526.4276961213
1059.68,,1.29,1940.0,6.0,47.11,236535.1961985053
992.84,4.0,4.76,1914.0,6.0,20.65,393011.87368433044
4371.19,1.0,5.82,1931.0,3.0,20.63,816601.3727770641
6540.09,3.0,5.93,1968.0,9.0,0.55,1342576.5305542778
8379.03,,5.67,1976.0,7.0,42.2,1486597.7547919091
8486.5,3.0,3.82,1950.0,3.0,49.94,1317184.881521315
2503.08,6.0,5.73,2025.0,8.0,33.28,673818.7839507887
2500.93,,4.46,1900.0,1.0,33.8,417757.9343710975
9005.05,7.0,4.94,1909.0,8.0,17.97,1675824.6499220135
8360.93,3.0,5.06,1915.0,4.0,,1482687.0587594288
3170.78,6.0,5.08,2003.0,4.0,48.38,623176.7695078261
5181.96,,5.92,1914.0,10.0,8.94,1144524.5865038843
7518.74,3.0,1.64,1933.0,4.0,36.58,1176444.8184190458
,5.0,,1954.0,1.0,16.49,470493.22951064806
4365.32,8.0,3.59,1992.0,5.0,26.85,916083.3228793408
4222.66,1.0,2.13,2022.0,4.0,16.8,736705.1297295459
,7.0,3.96,1942.0,4.0,12.3,599752.8557032284
1017.11,4.0,4.88,1997.0,8.0,4.73,492290.3540387108
816.76,2.0,1.31,1907.0,7.0,34.04,247503.14645378495
3301.71,2.0,3.06,2000.0,1.0,23.48,500563.2003558764
6392.0,1.0,2.64,,2.0,42.12,949425.5770022328
1696.83,6.0,4.62,1931.0,1.0,15.93,410670.4820468698
9617.54,5.0,3.71,1960.0,6.0,48.53,1606684.0954722015
6747.93,4.0,5.18,1954.0,4.0,10.46,1272143.8414241802
2298.88,8.0,2.66,2023.0,5.0,8.53,634340.4754432164
7997.32,4.0,4.19,1959.0,4.0,38.53,1323774.6696416775
8169.08,7.0,5.95,1909.0,9.0,14.88,1613124.111368875
6064.02,1.0,2.0,1928.0,3.0,27.95,994353.397048748
704.17,,4.39,2000.0,6.0,15.6,342513.77651021734
8190.13,7.0,1.33,2018.0,4.0,19.22,1402668.4393786942
6195.72,4.0,4.82,2009.0,3.0,3.14,1150976.12369335
8792.09,8.0,1.41,1984.0,3.0,37.69,1431914.7714115179
5337.01,8.0,4.56,1961.0,8.0,29.27,1121776.093821141
8010.93,4.0,2.02,1950.0,7.0,28.78,1382094.5698967965
4054.02,3.0,2.48,1929.0,8.0,17.15,843050.1158813941
4608.8,8.0,2.91,1929.0,2.0,4.58,905288.70094676
5371.51,5.0,1.49,1904.0,6.0,16.8,1001975.1284329935
8247.87,5.0,4.02,2009.0,9.0,0.92,1604127.8132598428
8311.93,7.0,5.11,1901.0,9.0,47.6,1537785.9534153785
2662.0,4.0,3.58,1996.0,8.0,4.75,712825.3417386871
4573.53,7.0,3.25,1947.0,3.0,37.02,842529.3948287403
6759.06,4.0,4.43,1999.0,5.0,1.65,1242744.4528741047
9260.37,6.0,5.0,1973.0,7.0,19.84,1710908.102778837
2289.22,8.0,2.52,1986.0,1.0,,527474.2778874644
2390.49,7.0,2.17,1908.0,6.0,9.01,598842.6465138778
4403.18,2.0,3.09,1949.0,4.0,10.68,815096.6860887947
7241.88,5.0,3.51,1935.0,3.0,41.32,1176950.387010063
2844.98,8.0,3.88,1936.0,8.0,42.21,676604.3245792327
4215.36,3.0,1.9,1955.0,3.0,5.23,762946.7496861368
914.81,3.0,4.14,2017.0,4.0,20.86,285782.8623180126
1651.69,2.0,4.9,1921.0,9.0,1.82,621577.5566513543
6918.41,6.0,5.28,1901.0,3.0,37.56,1209716.675897212
1148.25,4.0,3.19,1935.0,3.0,30.55,298460.8264249124
1679.44,3.0,4.82,1919.0,3.0,2.21,472511.08096064854
2553.58,2.0,2.54,1900.0,7.0,46.48,482461.2234317416
2766.13,,1.07,1987.0,4.0,5.28,557611.6960058034
6809.03,1.0,1.54,1971.0,10.0,27.31,1242565.1184184188
1647.64,6.0,1.07,1901.0,8.0,33.07,441004.0828666208
6427.14,4.0,4.84,2026.0,9.0,46.15,1218115.9764525858
2893.43,6.0,4.48,2024.0,3.0,31.95,589159.619027628
3520.69,8.0,1.09,1957.0,4.0,,734281.187886756
701.53,2.0,4.69,1979.0,3.0,15.18,269153.8995230524
2441.66,8.0,2.64,1982.0,1.0,48.89,424042.9496722906
,6.0,2.03,2017.0,4.0,34.97,495275.5075127138
8790.7,3.0,1.03,1908.0,1.0,7.51,1404064.9470504636
1371.71,4.0,1.39,1939.0,4.0,9.23,349650.5500860015
3210.85,4.0,4.91,2024.0,7.0,22.35,757016.534104164
7481.82,,2.91,1997.0,5.0,8.06,1335189.5188695258
2944.27,8.0,3.81,1942.0,8.0,,803197.3034102902
8685.72,6.0,5.63,2024.0,7.0,32.23,1588659.9953336318
4383.48,2.0,3.83,1955.0,6.0,24.69,821285.2963542204
7116.33,7.0,2.21,2004.0,1.0,32.44,1158189.9052881035
4826.97,5.0,3.89,,2.0,45.89,786401.9679533552
6068.52,4.0,1.83,1988.0,9.0,19.45,1165687.1546922144
4410.29,2.0,3.86,2004.0,4.0,20.2,823878.6383875534
9876.74,1.0,4.87,1953.0,7.0,19.05,1701195.8446418587
2381.2,2.0,5.07,1907.0,4.0,45.16,431973.0805545466
6454.96,3.0,1.43,1908.0,10.0,24.52,1194934.5623971415
590.31,1.0,4.95,1927.0,1.0,26.24,157916.6492701846
3025.44,6.0,2.68,1943.0,4.0,33.42,577949.5597125557
1043.79,6.0,1.02,1951.0,,6.58,448550.41272976546
9535.09,4.0,4.09,1960.0,,32.08,1619594.5588817443
3560.74,1.0,4.68,1929.0,7.0,39.8,723757.8455243505
9421.31,8.0,5.29,1993.0,10.0,7.59,1869391.7620080393
5932.98,1.0,4.98,1986.0,8.0,22.59,1135326.303321944
6795.1,4.0,5.72,1913.0,1.0,46.48,1071051.2136978658
7779.93,5.0,5.76,1985.0,9.0,24.85,1513626.541715281
3661.61,2.0,2.89,1994.0,9.0,22.13,795086.9794636273
2961.39,2.0,4.7,1995.0,10.0,42.74,706538.0282302478
,1.0,1.95,1954.0,6.0,46.73,440523.4147299306
6805.56,2.0,3.69,1918.0,5.0,25.24,1176168.526421928
6213.92,1.0,2.54,1915.0,10.0,41.52,1117873.8168167921
7189.33,6.0,4.58,2019.0,1.0,38.91,1167415.315644184
7410.26,3.0,3.74,1986.0,6.0,19.86,1326376.0265333808
3188.88,4.0,3.74,1941.0,10.0,3.18,827939.4741101506
3388.7,3.0,3.41,1926.0,4.0,0.95,698432.2186684143
5968.98,3.0,5.91,1921.0,2.0,23.96,1047815.9614103407
1614.8,6.0,5.85,1951.0,2.0,24.69,427712.9815719191
9568.28,7.0,5.96,1911.0,7.0,32.83,1733192.2499547098
1640.0,8.0,5.54,1975.0,10.0,34.84,622556.5089959808
6132.35,7.0,1.63,1991.0,9.0,,1257666.225580425
5782.57,8.0,5.19,2004.0,2.0,10.77,1100779.1047953595
1614.6,,3.24,1905.0,4.0,4.85,425765.4291189653
7654.15,2.0,2.82,1954.0,1.0,2.79,1254090.1788264653
9093.89,8.0,3.45,2016.0,6.0,25.77,1611097.9083357744
6794.86,1.0,2.5,2022.0,9.0,18.27,1260542.791335717
6411.97,5.0,4.25,1958.0,5.0,47.04,1080136.7459364324
2435.75,5.0,4.48,1947.0,9.0,21.27,706589.8345598846
9928.27,1.0,2.24,1968.0,9.0,16.8,1730729.4622361956
9137.83,3.0,,1948.0,4.0,5.7,1552414.9460147081
2169.45,5.0,5.03,1944.0,5.0,30.57,549047.8647591827
2122.1,7.0,5.03,2000.0,10.0,20.43,737607.1166669386
2961.08,3.0,1.71,1934.0,6.0,12.83,650087.550975272
7214.47,6.0,3.51,1954.0,4.0,42.97,1185847.3865300254
4361.89,2.0,1.38,1911.0,1.0,14.65,673739.8454989644
,7.0,5.66,1963.0,9.0,20.57,747117.7213345648
9153.42,7.0,4.75,1994.0,9.0,2.6,1790604.3657531624
2101.06,4.0,2.84,1945.0,7.0,8.94,587903.8853070368
3710.61,2.0,3.42,1900.0,10.0,46.19,755535.342802698
9611.78,1.0,5.46,1907.0,10.0,15.27,1772958.5014671562
3822.36,7.0,1.51,1910.0,3.0,,742223.2560147002
7809.75,8.0,2.5,1923.0,5.0,22.21,1390659.7329551207
2037.43,,5.42,1914.0,1.0,21.34,398894.5835472767
800.26,8.0,5.91,1962.0,3.0,38.34,304370.50130833645
5267.66,7.0,5.79,1916.0,,34.38,1062533.730915755
8383.44,1.0,2.45,1997.0,10.0,25.81,1479447.90120534
7783.91,4.0,3.15,2000.0,9.0,9.84,1501871.1269491175
6474.63,2.0,1.19,2018.0,1.0,5.0,1020753.5166675209
4369.32,4.0,3.13,1954.0,5.0,18.5,886983.7309725608
7260.06,1.0,1.0,1941.0,8.0,30.52,1239848.7685132134
2896.5,6.0,,1970.0,3.0,37.19,540677.5418554231
7898.68,6.0,2.38,1911.0,3.0,30.29,1293656.6332972818
9699.14,4.0,3.23,2020.0,6.0,23.97,1668065.648191135
5568.8,3.0,3.75,2012.0,9.0,44.8,1037285.4326064334
7314.6,2.0,3.62,,10.0,48.39,1306250.1472196805
9580.13,4.0,2.99,2011.0,2.0,37.66,1532240.7680740317
7904.04,5.0,1.02,1975.0,9.0,35.53,1397975.1015041303
3382.4,5.0,1.86,1930.0,3.0,14.25,669049.0998942851
8797.14,4.0,2.05,1983.0,10.0,16.57,1610313.3536231117
8897.87,3.0,4.06,1907.0,1.0,11.35,1451305.6726425458
2178.98,2.0,4.44,1932.0,10.0,40.93,599419.0095345327
3053.54,7.0,2.16,1947.0,8.0,9.48,768386.4941331835
8692.35,8.0,1.9,1939.0,3.0,34.52,1460479.228369954
1863.46,8.0,5.85,1967.0,1.0,,522135.2790318321
8352.34,1.0,4.85,2020.0,1.0,0.97,1378503.998361586
5652.52,2.0,3.4,1956.0,5.0,8.15,1055914.1160858327
7074.39,,1.22,1913.0,7.0,,1290146.816744401
4557.79,5.0,5.39,2013.0,2.0,49.54,777175.649433258
9586.43,2.0,1.59,2017.0,1.0,9.31,1473281.1292016432
6196.31,3.0,4.44,1936.0,2.0,25.21,1026709.4423626272
3021.31,2.0,5.31,1999.0,6.0,22.61,667853.7204667274
9775.22,2.0,5.8,1911.0,3.0,19.56,1627486.4985634992
4526.4,7.0,4.18,2020.0,4.0,27.69,893800.0814632602
5179.71,4.0,3.9,1973.0,4.0,,987622.0150139988
,8.0,5.6,1944.0,3.0,7.63,639079.8346193485
9732.29,4.0,2.12,1915.0,3.0,1.8,1637546.4677650896
4031.0,2.0,3.97,1918.0,2.0,1.12,769848.7861792573
4456.7,8.0,4.74,1938.0,6.0,,1011701.8567189656
1557.03,1.0,1.87,1950.0,8.0,41.56,377486.2108833193
5267.79,7.0,2.36,1948.0,3.0,20.32,968917.3323182336
4226.76,2.0,3.34,1982.0,7.0,40.27,791891.7011884266
2349.94,2.0,4.89,1930.0,9.0,,674238.5143281203
9142.03,4.0,1.16,2025.0,1.0,39.62,1335730.0859972602
3488.51,1.0,4.76,1964.0,7.0,48.71,668790.7732869888
1425.11,2.0,,2001.0,10.0,2.35,539831.8153074466
6982.55,2.0,2.16,1987.0,3.0,25.33,1123666.1825579307
6283.02,6.0,1.66,1979.0,7.0,35.78,1114161.7713626954
2771.55,2.0,3.83,1912.0,3.0,15.82,533656.651893876
8075.14,8.0,2.57,1920.0,10.0,4.92,1633708.2927999937
7833.43,8.0,4.82,2018.0,2.0,24.67,1366811.17269215
3222.94,3.0,3.56,1940.0,7.0,13.51,744333.5104605893
6984.28,1.0,2.22,1901.0,2.0,8.33,1132476.7756419568
1193.3,8.0,2.74,1968.0,8.0,9.42,525981.3420924362
9615.71,7.0,2.64,1977.0,8.0,23.0,1745230.7570896398
9511.07,4.0,1.16,1948.0,6.0,48.94,1505299.8290767395
,7.0,4.18,1908.0,2.0,35.75,507791.81165411475
5485.39,5.0,1.27,1954.0,5.0,17.79,987904.3706694244
5017.24,3.0,3.18,1973.0,1.0,44.74,745448.5565885153
7365.87,3.0,5.93,1995.0,,44.88,1304202.9181479705
5244.73,7.0,4.61,2020.0,3.0,32.13,965851.5065745057
846.62,4.0,3.73,1948.0,4.0,48.6,208611.77067504785
636.52,1.0,2.53,1915.0,8.0,17.91,326184.3418836028
4545.57,6.0,1.88,1922.0,3.0,19.39,812846.3904667074
7041.23,5.0,5.69,1912.0,2.0,1.31,1288251.4253375796
1484.92,2.0,3.52,1985.0,7.0,38.96,374662.0341258874
1587.76,2.0,4.97,2016.0,,19.04,507148.668265306
3194.24,5.0,5.51,1986.0,7.0,1.8,836884.3216476736
8487.31,6.0,5.8,1930.0,7.0,32.4,1572374.1680920296
8112.65,3.0,2.95,1951.0,9.0,11.93,1487824.0944044455
1700.14,7.0,4.14,1970.0,6.0,5.12,581466.7539880389
6474.49,1.0,3.72,1973.0,3.0,31.91,1053187.9619343516
2272.27,4.0,3.68,1999.0,7.0,33.13,551284.7598391314
9382.27,2.0,5.64,1918.0,3.0,24.97,1566212.7056259802
8464.0,8.0,3.07,1980.0,7.0,16.02,1570180.6732484945
8181.22,1.0,4.3,2009.0,6.0,24.45,1425973.2116027838
5691.59,5.0,,1902.0,3.0,18.56,1032541.9718542887
780.23,2.0,5.7,1961.0,2.0,27.8,222191.9215934051
7579.35,7.0,2.25,2008.0,5.0,5.59,1388449.9621789884
6082.0,4.0,3.44,1954.0,5.0,31.33,1093910.7671567656
